rule,file,line,verdict,confidence,reason
MEM31-C,lib/ftp.c,2208,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2209,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM31-C,lib/ftp.c,2212,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM30-C,lib/ftp.c,2228,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2234,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2235,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM31-C,lib/ftp.c,2237,FP,high,freed on error label / ownership transferred to dtor; no leak
MEM30-C,lib/ftp.c,2240,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,2244,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM31-C,lib/ftp.c,2244,FP,high,freed on error label / ownership transferred to dtor; no leak
EXP36-C,lib/ftp.c,2277,FP,high,idiomatic void* meta round-trip; alignment preserved
EXP15-C,lib/ftp.c,2384,FP,high,intentional empty body chaining else-if (commented)
DCL13-C,lib/ftp.c,2435,FP,high,param flows to mutating callee or vtable-locked signature
STR34-C,lib/ftp.c,2505,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
API05-C,lib/ftp.c,2522,FP,high,curl never uses C99 array-param syntax; style advisory
MSC04-C,lib/ftp.c,2660,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
STR34-C,lib/ftp.c,2709,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
EXP34-C,lib/ftp.c,2709,FP,high,pointer guarded non-null on this path / callee NULL-safe
ARR37-C,lib/ftp.c,2712,FP,high,"pointer walks within recvbuf array, bounded by guard"
ARR37-C,lib/ftp.c,2714,FP,high,"pointer walks within recvbuf array, bounded by guard"
ARR00-C,lib/ftp.c,2715,FP,high,index bounded by DEBUGASSERT/guard or within buffer
ARR37-C,lib/ftp.c,2715,FP,high,"pointer walks within recvbuf array, bounded by guard"
ARR37-C,lib/ftp.c,2716,FP,high,"pointer walks within recvbuf array, bounded by guard"
INT18-C,lib/ftp.c,2733,FP,high,"compared variable is signed curl_off_t, not unsigned"
STR34-C,lib/ftp.c,2881,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
EXP34-C,lib/ftp.c,2881,FP,high,pointer guarded non-null on this path / callee NULL-safe
EXP20-C,lib/ftp.c,2884,FP,high,idiomatic !strncmp/!memcmp or correct ==1 inet_pton test
INT18-C,lib/ftp.c,2891,FP,high,"compared variable is signed curl_off_t, not unsigned"
EXP34-C,lib/ftp.c,3105,FP,high,pointer guarded non-null on this path / callee NULL-safe
MEM30-C,lib/ftp.c,3115,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3117,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3118,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3118,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3119,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3119,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3122,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
ARR02-C,lib/ftp.c,3138,FP,high,initializer-sized array; explicit bounds advisory only
EXP36-C,lib/ftp.c,3193,FP,high,idiomatic void* meta round-trip; alignment preserved
MEM30-C,lib/ftp.c,3355,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3382,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3388,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3395,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3395,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3397,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP30-C,lib/ftp.c,3404,FP,high,args are pure reads of distinct fields; no unsequenced modification
MEM30-C,lib/ftp.c,3404,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3405,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3406,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3421,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3421,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3424,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP30-C,lib/ftp.c,3426,FP,high,args are pure reads of distinct fields; no unsequenced modification
MEM30-C,lib/ftp.c,3426,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3427,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3428,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3434,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP30-C,lib/ftp.c,3442,FP,high,args are pure reads of distinct fields; no unsequenced modification
MEM30-C,lib/ftp.c,3442,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3443,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3444,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3457,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3463,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3468,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3490,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
DCL13-C,lib/ftp.c,3516,FP,high,param flows to mutating callee or vtable-locked signature
DCL13-C,lib/ftp.c,3584,FP,high,param flows to mutating callee or vtable-locked signature
ARR30-C,lib/ftp.c,3590,FP,high,index bounds-checked before access / loop bounded by source
EXP36-C,lib/ftp.c,3641,FP,high,idiomatic void* meta round-trip; alignment preserved
MEM30-C,lib/ftp.c,3703,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP15-C,lib/ftp.c,3705,FP,high,intentional empty body chaining else-if (commented)
MEM30-C,lib/ftp.c,3705,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3708,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3708,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3712,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3717,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3717,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3717,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,3718,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
EXP15-C,lib/ftp.c,3791,FP,high,intentional empty body chaining else-if (commented)
INT18-C,lib/ftp.c,3797,FP,high,"compared variable is signed curl_off_t, not unsigned"
INT18-C,lib/ftp.c,3810,FP,high,"compared variable is signed curl_off_t, not unsigned"
MSC04-C,lib/ftp.c,3844,FP,high,"intentional bounded FTP state-machine dispatch, not unbounded recursion"
EXP40-C,lib/ftp.c,3918,FP,high,"void* param assignment, no const involved"
MEM31-C,lib/ftp.c,3970,FP,high,freed on error label / ownership transferred to dtor; no leak
MSC07-C,lib/ftp.c,4007,FP,high,"code after return is a goto label target, reachable"
MSC37-C,lib/ftp.c,4018,FP,high,"for(;;) loop; every case returns, end unreachable"
EXP36-C,lib/ftp.c,4208,FP,high,idiomatic void* meta round-trip; alignment preserved
EXP36-C,lib/ftp.c,4325,FP,high,idiomatic void* meta round-trip; alignment preserved
API05-C,lib/ftp.c,4342,FP,high,curl never uses C99 array-param syntax; style advisory
DCL13-C,lib/ftp.c,4342,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,4342,FP,high,curl never uses C99 array-param syntax; style advisory
API05-C,lib/ftp.c,4351,FP,high,curl never uses C99 array-param syntax; style advisory
DCL13-C,lib/ftp.c,4351,FP,high,param flows to mutating callee or vtable-locked signature
API05-C,lib/ftp.c,4351,FP,high,curl never uses C99 array-param syntax; style advisory
MEM30-C,lib/ftp.c,4362,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,4362,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,4362,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
MEM30-C,lib/ftp.c,4363,FP,high,struct-member free or free-then-reassign propagated to whole struct; not UAF
DCL13-C,lib/ftp.c,4366,TP,low,type_url_check never writes ftp struct fields
EXP20-C,lib/ftp.c,4371,FP,high,idiomatic !strncmp/!memcmp or correct ==1 inet_pton test
ARR37-C,lib/ftp.c,4373,FP,high,"pointer walks within recvbuf array, bounded by guard"
STR34-C,lib/ftp.c,4375,FP,high,char/pointer copy or ptr subtraction; no sign-extension bug
EXP33-C,lib/ftp.c,4402,FP,high,variable written by callee via out-param before use
EXP33-C,lib/ftp.c,4407,FP,high,variable written by callee via out-param before use
MEM12-C,lib/ftp.c,4410,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
MEM12-C,lib/ftp.c,4417,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
MEM12-C,lib/ftp.c,4426,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
MEM12-C,lib/ftp.c,4442,FP,high,var is CURLcode / ownership transferred to dtor; no stack leak
API00-C,lib/ftp.c,4445,FP,high,"thin internal helper; callees handle pointers, siblings same"
API00-C,lib/ftp.c,4445,FP,high,"thin internal helper; callees handle pointers, siblings same"
DCL15-C,lib/ftp.c,4488,FP,high,intentionally external; referenced from scheme table in url.c
DCL19-C,lib/ftp.c,4488,FP,high,file-scope scheme struct must have external linkage
DCL15-C,lib/ftp.c,4507,FP,high,intentionally external; referenced from scheme table in url.c
DCL19-C,lib/ftp.c,4507,FP,high,file-scope scheme struct must have external linkage
DCL15-C,lib/setopt.c,81,FP,high,"Curl_* exported, used externally (e.g. OS400 ccsidcurl.c); cannot be static"
DCL19-C,lib/setopt.c,81,FP,high,"Curl_* exported symbol, referenced outside this TU; not file-local"
STR34-C,lib/setopt.c,92,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,92,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL15-C,lib/setopt.c,100,FP,high,"Curl_* exported, used externally (e.g. OS400 ccsidcurl.c); cannot be static"
DCL19-C,lib/setopt.c,100,FP,high,"Curl_* exported symbol, referenced outside this TU; not file-local"
DCL31-C,lib/setopt.c,113,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
INT14-C,lib/setopt.c,113,FP,high,flags&MASK ? len : 0 inside malloc size; readability advisory not a bug
INT14-C,lib/setopt.c,113,FP,high,flags&MASK ? len : 0 inside malloc size; readability advisory not a bug
MEM33-C,lib/setopt.c,117,FP,high,curl_blob has no flexible array member; plain struct copy is correct
ARR39-C,lib/setopt.c,120,FP,high,"(char*)nblob + sizeof: byte offset on char*, correct not double-scaled"
MEM03-C,lib/setopt.c,135,FP,high,"passwd is local char* ownership-transferred to *passwdp, not a buffer to zero"
STR34-C,lib/setopt.c,143,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,153,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL30-C,lib/setopt.c,154,FP,high,"value is heap pointer from parse/strdup, not stack address; persists"
STR34-C,lib/setopt.c,154,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,156,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL30-C,lib/setopt.c,157,FP,high,"value is heap pointer from parse/strdup, not stack address; persists"
STR34-C,lib/setopt.c,157,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,180,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL30-C,lib/setopt.c,181,FP,high,"value is heap pointer from parse/strdup, not stack address; persists"
STR34-C,lib/setopt.c,181,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,183,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL30-C,lib/setopt.c,184,FP,high,"value is heap pointer from parse/strdup, not stack address; persists"
STR34-C,lib/setopt.c,184,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
DCL31-C,lib/setopt.c,186,FP,high,curlx_* declared via included curlx/strdup.h; not implicit decl
DCL30-C,lib/setopt.c,187,FP,high,"value is heap pointer from parse/strdup, not stack address; persists"
STR34-C,lib/setopt.c,187,FP,high,"char* string assignment, not signed-char sign-extension; idiomatic"
EXP34-C,lib/setopt.c,218,FP,high,pointer guarded non-NULL before pass / callee handles NULL
EXP30-C,lib/setopt.c,227,FP,high,str++ only modification; && is a sequence point
INT13-C,lib/setopt.c,266,FP,high,& operand auth is unsigned long; bitcheck is shift amount only
DCL13-C,lib/setopt.c,322,FP,med,param stored into / written through struct member; const breaks store; fixed dispatch sig
MSC07-C,lib/setopt.c,478,FP,high,case label after return/break is reachable via switch dispatch
DCL13-C,lib/setopt.c,844,FP,med,param stored into / written through struct member; const breaks store; fixed dispatch sig
MSC37-C,lib/setopt.c,973,FP,high,every compiled path returns (switch default + #else arm); not fallthrough
MSC07-C,lib/setopt.c,994,FP,high,case label after return/break is reachable via switch dispatch
MSC37-C,lib/setopt.c,1029,FP,high,every compiled path returns (switch default + #else arm); not fallthrough
MSC37-C,lib/setopt.c,1065,FP,high,every compiled path returns (switch default + #else arm); not fallthrough
DCL18-C,lib/setopt.c,1178,FP,high,0777 intentional Unix file-permission octal; idiomatic
DCL18-C,lib/setopt.c,1203,FP,high,0777 intentional Unix file-permission octal; idiomatic
ARR02-C,lib/setopt.c,1303,FP,high,initializer-sized const function-pointer table; advisory
DCL13-C,lib/setopt.c,1323,FP,med,param stored into / written through struct member; const breaks store; fixed dispatch sig
MEM30-C,lib/setopt.c,1442,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1443,FP,high,cleanup/free of distinct member then null; not use-after-free
MSC39-C,lib/setopt.c,1453,FP,low,"va_list passed by value to dispatch helper; caller returns, no reuse; idiomatic"
MEM30-C,lib/setopt.c,1468,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1469,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1494,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1498,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1498,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1498,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1503,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1503,FP,high,cleanup/free of distinct member then null; not use-after-free
MEM30-C,lib/setopt.c,1503,FP,high,cleanup/free of distinct member then null; not use-after-free
